enrolled,VerifyPhone,Other,VerifyDateOfBirth,location,is_weekend_enrolleddate,VerifyCountry,Credit,numscreens,BankVerification,idscreen,VerifyMobile,Loan_all,Alerts,age,user
1,1,6,1,1,0,0,2,22,0,0,0,1,1,26,182256
1,0,6,1,1,0,0,1,25,1,1,1,1,0,25,352408
0,0,1,0,0,0,0,0,15,0,0,0,0,0,23,48220
0,0,10,0,1,0,1,2,69,1,0,0,1,0,34,42959
1,1,10,1,1,0,1,1,33,1,0,0,1,0,19,171078
1,0,10,1,1,0,0,1,51,0,0,1,1,0,26,254662
1,1,7,1,1,0,1,2,18,0,1,0,1,0,19,80854
0,0,6,1,1,0,0,1,35,0,0,0,0,0,35,304775
1,1,8,1,1,0,1,1,27,0,0,0,1,0,17,256130
0,0,7,1,1,0,0,1,26,0,0,0,1,0,27,345999
0,0,1,0,0,0,0,2,5,0,0,0,1,0,32,40975
1,1,6,1,1,0,0,2,26,0,0,0,2,0,31,46169
0,0,2,0,0,0,0,0,4,0,1,0,0,0,61,328743
0,1,4,1,1,0,1,0,15,1,0,0,0,0,24,184091
0,0,2,0,0,0,0,0,4,1,0,0,0,0,33,807
1,0,5,1,1,0,0,1,21,0,0,1,1,0,28,307221
1,0,3,1,1,1,0,0,7,1,0,0,0,0,25,373592
1,1,15,1,0,0,1,1,39,1,1,0,3,0,26,185760
1,0,2,1,1,1,0,2,13,0,0,0,2,0,38,142622
0,0,2,0,0,0,0,2,16,1,1,0,0,0,37,207206
0,1,3,0,1,0,1,0,7,0,0,0,1,0,31,229244
1,1,5,0,0,0,0,0,33,0,0,0,0,0,41,308004
1,1,8,0,0,0,1,0,14,1,0,0,0,0,39,340558
1,1,6,0,0,0,0,2,16,0,1,0,0,0,32,302659
0,1,14,1,1,0,1,0,37,0,0,0,1,0,31,301442
0,0,10,1,0,0,0,0,12,0,0,0,1,0,60,30919
1,0,5,0,0,0,0,0,17,0,0,0,1,0,34,285612
1,1,10,1,1,0,1,0,39,1,1,0,1,0,26,190583
0,0,6,1,1,0,0,1,28,0,1,0,0,0,17,367651
1,1,8,1,1,0,1,0,22,0,0,0,0,0,28,162643
0,0,6,1,1,0,0,0,12,0,0,0,1,0,45,108853
1,1,3,1,1,1,0,0,8,1,0,0,1,0,20,356988
0,1,3,1,0,0,1,3,27,1,1,0,1,0,26,123233
0,1,7,0,1,0,1,0,13,0,0,0,1,0,42,18451
0,0,4,0,0,0,0,2,31,0,0,0,2,1,23,310634
0,0,1,0,0,0,0,0,2,0,0,0,1,0,44,187769
0,0,7,0,0,0,0,0,25,1,0,0,3,0,25,302339
0,0,4,0,0,0,0,0,8,0,0,0,0,0,29,252136
1,1,7,1,1,0,0,2,21,1,1,0,1,0,21,208067
0,0,3,0,0,0,0,2,21,0,0,0,2,0,53,65702
1,1,20,1,1,0,1,1,55,1,1,0,3,0,24,105874
1,1,8,1,1,0,1,3,28,1,0,0,0,0,29,313912
1,1,14,1,1,1,1,2,44,1,1,0,1,0,22,235909
0,0,4,0,0,0,0,0,5,0,0,0,1,0,23,285033
1,1,6,0,0,1,0,2,19,0,1,0,1,0,21,36537
0,0,4,0,0,0,0,2,11,0,0,0,0,0,28,42070
1,1,6,1,1,0,1,1,23,0,1,0,1,0,48,28690
1,0,2,0,0,1,0,0,3,0,1,0,0,0,19,75817
0,0,2,0,0,0,0,0,21,0,0,0,2,1,35,75902
1,1,14,0,0,0,1,0,24,1,1,0,3,0,29,84924
1,1,8,1,1,0,1,0,18,1,0,0,0,0,37,70841
1,1,10,1,0,1,0,0,20,1,0,0,0,0,31,205337
0,1,10,1,1,0,1,0,33,1,0,0,1,0,35,2570
0,1,14,1,1,1,1,1,40,1,0,0,1,0,22,289014
1,1,9,0,0,0,1,0,16,1,0,0,1,0,20,70668
1,1,8,1,1,0,1,0,17,1,1,0,1,0,43,304868
0,1,3,0,0,0,0,0,20,1,0,0,2,0,41,339096
1,1,11,1,1,1,1,1,34,1,0,0,1,0,35,274308
0,0,1,0,0,0,0,0,5,0,0,0,1,0,28,161137
1,1,6,1,1,0,1,3,48,0,0,0,1,0,20,225027
0,0,6,0,0,1,0,0,17,0,1,0,0,0,41,196808
0,0,4,0,0,0,0,2,39,0,0,0,2,0,36,150773
1,1,11,1,1,1,1,0,42,1,0,0,1,0,23,323241
0,0,7,0,0,0,0,2,65,0,0,0,2,1,32,142029
1,1,10,1,1,1,1,2,33,1,0,0,1,0,37,211604
0,1,8,1,1,0,1,0,19,1,0,0,0,0,32,355874
1,0,5,0,0,1,0,0,13,0,1,0,1,0,35,356551
1,1,7,1,1,0,1,0,27,0,0,0,1,0,24,276868
1,1,5,1,1,0,0,4,29,0,0,0,1,0,43,119162
1,1,8,1,1,0,1,0,41,1,0,0,1,1,24,299769
1,0,4,0,0,1,0,4,39,0,1,1,0,0,29,128058
1,1,11,1,1,0,1,0,23,1,0,0,0,0,19,362365
0,1,9,0,1,0,0,0,18,1,0,0,1,0,18,319624
0,0,9,1,1,0,1,2,25,0,0,0,0,1,27,75051
0,1,7,1,1,0,1,0,22,0,0,0,1,0,19,305435
0,1,9,0,0,0,1,0,19,1,0,0,1,0,24,294316
1,1,10,1,1,0,1,0,28,1,1,0,1,0,25,48815
1,0,5,0,0,0,0,2,16,0,1,1,0,0,30,79131
1,1,14,1,1,1,1,0,83,1,0,0,1,0,31,368960
0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,40691
0,0,6,0,0,0,0,1,32,0,1,0,2,1,37,35815
1,1,8,0,0,0,1,0,11,1,0,0,0,0,42,246234
0,0,5,0,0,0,0,0,5,0,0,0,0,0,23,255103
0,1,6,0,0,0,1,0,12,1,0,0,0,0,23,150699
0,0,2,0,0,0,0,0,4,0,0,0,2,0,37,62343
0,0,4,0,0,0,0,2,12,0,0,0,2,0,39,327550
1,1,7,1,1,0,1,1,21,0,0,0,0,0,79,255712
1,1,8,0,0,1,0,4,30,0,0,0,1,0,33,13156
1,1,13,1,0,0,1,0,29,1,1,0,1,0,21,16934
1,1,7,1,1,0,1,0,17,0,0,0,1,0,24,131932
0,0,0,0,0,0,0,0,2,0,1,0,1,0,24,30995
0,0,7,1,0,0,1,1,20,1,0,1,0,0,22,116876
0,0,0,0,0,0,0,1,3,0,0,1,0,0,72,208578
0,0,4,0,0,0,0,1,13,0,1,0,1,0,34,157515
1,1,11,1,1,1,0,1,32,0,1,0,1,0,21,460
1,1,10,1,1,0,1,0,21,0,1,0,0,0,20,370004
1,1,7,1,1,0,0,4,42,0,1,0,1,0,30,124534
1,1,13,1,1,0,1,0,22,1,1,0,1,0,22,142726
0,1,9,1,1,0,1,0,16,1,1,0,0,0,31,245026
1,1,6,0,1,0,1,0,13,1,0,0,1,0,51,351154
0,0,2,0,0,0,0,0,8,0,1,0,1,0,20,127648
0,0,1,0,0,0,0,0,3,1,0,0,1,0,27,369964
1,1,8,1,1,1,1,0,32,0,0,0,0,0,22,185424
0,0,1,0,0,0,0,0,2,0,0,0,0,0,21,347296
0,0,2,0,0,0,0,0,2,0,0,0,0,0,23,308226
1,1,10,1,1,0,1,0,55,0,0,0,1,0,38,11882
1,1,7,1,1,0,1,2,19,0,1,0,1,0,26,71722
1,1,14,1,1,0,1,1,32,1,0,0,1,0,34,169759
0,0,7,1,1,0,0,0,25,0,1,0,2,0,28,262754
0,0,6,1,1,0,0,0,13,1,0,0,1,0,24,23406
0,0,4,0,0,1,0,0,6,0,0,0,0,0,27,143726
1,1,6,1,1,0,0,1,27,1,1,0,2,0,20,155537
0,0,4,0,0,0,0,2,17,0,1,0,2,1,51,19386
1,1,11,1,1,1,1,0,15,0,0,0,0,0,31,310065
0,1,6,1,1,0,1,0,17,0,1,0,1,0,23,241606
0,0,6,0,0,0,0,0,16,0,0,0,1,0,28,285464
0,0,7,1,0,0,1,0,11,1,0,0,0,0,24,345071
0,1,8,0,1,0,1,0,14,0,0,0,0,0,40,55532
1,1,13,1,1,0,1,0,21,0,1,0,1,0,18,18298
0,0,1,0,0,0,0,0,6,0,0,0,0,0,50,199215
1,0,4,0,0,0,0,0,9,0,0,0,1,0,34,344785
0,1,8,1,1,0,1,0,17,1,0,0,0,0,59,257569
1,0,5,0,1,1,0,2,17,0,0,0,1,0,35,335776
0,1,8,0,1,1,1,1,32,1,0,0,1,1,50,51401
0,1,3,0,1,0,0,0,5,0,0,0,0,0,32,290292
1,1,7,1,1,0,0,3,35,1,1,0,1,0,40,327689
1,1,8,1,1,0,1,0,20,1,1,0,0,0,53,95565
0,1,5,0,0,1,1,1,15,0,0,1,0,1,40,50728
1,1,4,0,1,0,1,0,8,0,0,0,1,0,30,152918
1,0,8,1,1,1,1,0,16,0,0,0,0,0,29,94947
0,1,10,0,0,0,1,1,61,1,1,0,1,1,18,62214
0,0,3,0,0,0,0,1,35,1,1,0,2,0,39,63480
0,0,3,1,1,0,0,0,7,0,0,0,1,0,29,84490
0,0,2,0,0,0,0,0,11,0,0,0,2,0,30,140973
1,1,9,1,1,0,1,0,21,1,1,0,0,0,26,343075
0,0,4,0,0,1,0,0,5,0,0,0,1,0,50,64167
0,0,4,0,0,0,0,0,20,1,1,0,2,0,19,9272
0,1,9,1,1,0,1,0,24,1,0,0,1,0,23,90505
0,0,4,0,0,0,0,1,11,0,0,0,1,0,26,241899
1,1,11,1,1,0,1,0,19,1,1,0,1,0,23,311054
1,1,9,0,1,0,1,1,37,0,1,0,1,0,32,167680
1,0,5,0,0,1,0,0,9,0,0,0,1,0,25,156331
1,1,8,1,1,0,1,0,20,1,0,0,0,0,32,11427
1,1,5,0,1,0,1,0,9,0,1,0,0,0,19,132500
0,0,3,0,0,0,0,0,7,0,0,0,2,0,46,27035
0,0,8,1,1,0,1,0,14,0,0,0,1,0,22,127900
0,1,2,0,0,0,0,1,5,0,0,0,1,0,29,340401
0,0,1,0,0,0,0,2,7,0,0,0,1,1,21,38942
0,0,3,0,0,0,0,0,11,0,0,0,2,0,32,150762
0,0,1,0,0,0,0,0,1,0,0,0,0,0,30,228284
0,0,3,0,0,0,0,2,28,0,1,0,2,0,28,148449
0,0,4,1,0,0,0,0,6,0,0,0,1,0,24,84410
0,1,9,1,1,1,1,0,16,1,1,0,1,0,20,354892
1,1,8,1,1,0,1,4,38,0,0,0,1,0,20,330789
1,1,8,1,1,0,1,0,17,1,0,0,0,0,20,194714
0,0,5,0,0,0,0,0,12,0,0,0,2,0,51,158575
1,1,6,1,1,0,1,0,14,0,0,0,0,0,30,371862
0,0,2,0,0,0,0,1,6,0,0,0,1,0,46,3598
1,1,6,1,1,0,1,0,14,0,0,0,0,0,31,153577
1,0,4,0,0,0,0,0,5,0,0,0,0,0,23,16120
0,0,6,0,0,0,0,1,37,0,0,0,1,0,27,337717
0,0,2,0,0,0,0,1,5,0,1,0,0,0,47,185397
1,1,5,0,1,0,0,1,15,0,0,0,1,0,18,306378
1,1,8,0,0,0,1,0,16,1,0,0,0,0,34,270407
0,0,4,1,1,0,0,0,7,0,0,0,0,0,47,187047
1,1,7,1,1,0,0,2,35,0,1,0,1,0,21,77635
0,0,2,0,0,0,0,0,2,0,0,0,0,0,45,128891
0,1,5,1,1,0,1,0,11,0,1,0,0,0,20,346094
1,1,13,0,0,0,1,0,19,1,1,0,0,0,19,35998
0,1,4,1,1,0,1,0,8,0,0,0,0,0,25,142397
1,1,16,1,1,0,1,3,32,0,1,0,3,0,44,195709
1,1,3,1,1,0,0,1,26,0,0,0,1,0,27,142337
1,1,6,1,1,0,1,0,10,0,0,0,0,0,33,11144
1,1,13,1,1,1,1,0,24,0,0,0,0,0,21,80600
1,1,15,1,1,0,1,0,23,1,1,0,3,0,21,71768
1,0,6,0,0,1,0,0,18,1,0,0,1,0,43,70160
0,0,2,1,1,0,0,0,6,0,1,0,1,0,19,83418
0,1,8,1,1,0,1,0,24,0,0,0,0,0,32,322291
1,1,7,1,1,1,1,0,17,0,0,0,1,0,31,109435
0,0,5,0,0,0,0,1,13,0,0,0,1,0,26,284283
1,1,9,1,1,0,1,2,56,1,0,0,1,0,22,168370
1,0,5,1,1,0,0,4,26,0,0,1,1,0,24,176698
0,0,3,0,1,1,0,1,8,0,0,0,0,0,45,76615
0,0,4,1,1,0,0,0,14,0,0,0,1,0,19,58168
0,1,8,1,1,0,1,0,16,1,0,0,0,0,27,283570
1,1,11,1,0,0,1,1,24,1,1,0,1,0,24,38153
0,0,6,0,0,0,0,0,10,0,1,0,0,0,38,5890
0,0,0,0,0,0,0,0,2,0,0,0,1,0,27,345321
1,0,12,1,1,1,1,0,38,0,0,0,0,0,27,310673
1,0,1,0,0,0,0,1,2,0,0,0,0,0,38,174536
0,0,6,1,1,0,0,1,17,0,0,0,1,0,29,220467
0,0,3,0,0,0,0,0,3,0,0,0,0,0,26,18098
0,0,1,0,0,0,0,0,3,0,0,0,1,0,23,343537
0,0,3,0,0,0,0,2,13,0,0,0,2,0,36,197302
0,0,1,0,0,0,0,0,7,0,0,0,2,0,19,296055
0,0,6,0,0,0,0,1,46,0,0,0,1,0,20,341863
0,1,7,1,1,0,1,0,42,0,0,0,1,0,40,150477
1,1,5,1,1,0,0,2,15,0,1,0,1,0,38,210010
1,1,7,1,1,1,1,1,21,0,0,0,0,0,18,282467
0,0,5,1,0,0,0,0,8,0,1,0,1,0,20,243737
0,1,10,1,1,0,1,0,25,1,0,0,1,0,24,362641
1,0,5,1,0,1,1,1,14,1,0,0,1,0,22,94169
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,101361
0,0,5,1,1,0,0,0,8,0,0,0,1,0,35,301109
1,1,12,1,1,0,1,0,23,1,0,0,1,0,35,253559
0,1,6,0,0,1,1,0,10,0,0,0,0,0,47,355511
0,0,6,0,0,0,0,1,20,0,1,0,1,0,33,226249
0,0,1,0,0,0,0,0,2,0,1,0,0,0,23,107242
0,0,2,0,1,0,0,1,11,0,0,0,1,0,28,331658
0,0,1,0,0,0,0,1,4,1,0,0,0,0,25,56185
0,0,5,0,0,0,0,0,10,0,1,0,1,0,20,334214
1,0,10,0,1,0,1,0,42,1,0,0,1,0,23,340390
1,0,3,0,0,0,0,0,8,1,1,0,0,0,53,283832
0,0,16,0,0,0,0,3,34,0,0,0,1,0,23,157772
0,1,14,0,0,0,1,0,30,1,1,0,1,0,24,22210
1,1,2,1,1,0,0,2,12,0,1,0,0,0,32,217251
0,0,3,0,0,1,0,0,5,0,0,0,1,0,54,296505
1,0,5,0,0,0,0,0,7,0,1,0,0,0,30,267349
0,0,2,0,0,0,0,3,18,0,0,0,2,1,25,285321
0,1,7,1,1,0,1,0,22,0,0,0,1,0,20,63307
0,0,1,0,0,0,0,0,2,0,0,0,2,0,44,8296
1,1,4,1,1,1,1,3,20,0,1,0,0,0,46,20848
0,1,8,0,0,0,1,0,17,1,0,0,0,0,37,249355
1,1,3,1,1,0,0,2,10,0,1,0,0,0,36,11348
1,0,4,1,1,0,0,3,14,0,1,1,1,0,28,152606
1,1,12,1,1,0,1,0,16,0,0,0,0,0,20,165716
1,1,17,0,0,0,1,0,24,1,1,0,3,0,36,17299
0,1,7,0,0,1,0,0,17,1,0,0,2,0,38,231080
0,0,11,1,1,0,1,0,22,1,0,0,1,0,26,60611
0,0,5,1,0,0,0,0,10,0,1,0,1,0,18,340141
0,1,12,1,0,0,1,0,35,1,1,0,0,0,46,226685
0,1,14,1,1,0,1,0,52,1,0,0,1,0,49,175612
1,0,7,0,0,0,0,2,21,0,0,0,2,0,30,248186
0,0,5,0,0,0,0,3,34,0,0,0,2,1,40,207204
0,0,4,1,1,0,0,0,8,0,1,0,0,0,21,146372
1,1,6,1,1,0,1,0,14,0,0,0,1,0,16,44562
1,1,7,1,1,0,1,2,28,0,0,0,1,0,26,15978
1,0,2,0,0,0,0,0,2,0,0,0,0,0,18,8322
0,1,6,1,1,0,0,1,64,0,1,0,1,0,27,131933
0,1,11,1,1,0,1,0,57,0,0,0,0,0,39,312279
0,0,1,0,0,0,0,0,6,0,0,0,2,0,35,71520
1,0,8,0,1,0,1,0,12,1,0,0,1,0,24,353122
1,1,6,1,1,0,1,0,25,0,0,0,0,0,19,320817
0,1,11,1,1,0,1,0,31,1,0,0,1,0,46,239921
0,0,3,1,0,0,0,0,6,0,0,0,1,0,54,16152
1,1,4,1,0,1,1,0,19,0,0,0,0,0,20,27094
1,1,9,1,1,0,1,0,45,1,0,1,1,0,19,134736
0,1,6,1,1,0,1,0,36,0,0,0,1,0,66,246061
0,1,7,0,1,0,1,4,29,1,0,0,1,0,22,89184
0,0,2,0,0,0,0,1,9,0,0,0,1,0,21,340385
1,1,8,1,1,0,1,1,37,0,0,0,1,0,43,334931
1,1,8,1,1,0,1,0,23,1,0,0,0,0,28,38700
1,1,2,0,0,0,0,1,9,0,0,0,1,0,24,18491
1,1,18,1,1,0,1,0,56,1,1,0,3,0,23,3683
1,1,6,0,0,0,0,1,28,0,1,1,0,1,18,180215
1,1,6,1,1,0,0,3,24,1,1,0,0,0,49,138214
1,0,2,0,0,1,0,0,2,0,0,0,0,0,36,197126
1,0,5,1,0,1,0,0,11,0,0,0,1,0,31,78240
0,0,8,1,1,0,0,1,56,0,0,0,2,0,41,288939
0,0,3,0,0,0,0,2,11,0,0,0,2,0,46,154747
1,1,11,1,1,1,1,1,108,0,1,0,2,0,22,325273
0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,239021
0,0,5,1,0,0,0,0,12,0,0,0,1,0,35,65965
1,1,5,1,1,0,0,3,52,1,0,0,1,1,22,170736
1,0,5,1,1,0,0,4,29,0,0,1,1,0,26,196220
0,1,4,0,1,0,0,0,8,1,0,0,0,0,27,332858
0,0,1,0,0,0,0,0,1,0,0,0,0,0,28,235017
0,1,10,1,1,0,1,0,20,1,0,0,1,0,32,60295
0,0,1,0,0,0,0,0,5,0,0,0,2,0,52,341922
1,0,2,0,0,1,0,0,3,0,0,0,0,0,35,260869
0,0,6,0,0,0,0,1,16,0,1,0,1,0,24,370463
0,0,5,0,0,1,0,1,11,0,0,0,0,0,55,94344
0,1,8,0,0,1,0,3,24,1,0,0,1,0,28,118412
0,0,5,0,0,0,0,1,13,0,1,0,1,0,26,59905
0,0,7,0,0,0,0,0,10,0,0,0,0,0,24,211268
1,1,14,0,0,1,1,1,26,1,0,0,1,0,29,359744
1,1,5,1,1,0,1,3,18,0,0,0,1,0,29,359254
0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,166861
1,1,12,1,1,1,0,0,59,1,0,0,0,0,33,242159
0,0,3,1,1,0,0,1,17,0,0,1,1,0,19,202470
0,1,9,1,1,0,1,0,29,1,0,0,1,0,19,307482
1,1,8,0,0,0,1,0,17,1,0,0,0,0,27,248431
0,1,11,1,1,0,1,0,28,1,0,0,1,0,34,267566
0,0,6,1,1,0,0,1,17,0,0,0,1,0,18,193078
0,0,6,0,0,1,0,1,14,0,0,0,1,0,18,194018
0,1,6,0,0,0,1,0,12,1,0,0,1,0,28,252294
0,0,7,1,1,0,0,0,34,1,1,0,1,0,20,139492
0,0,2,0,0,0,0,1,3,0,0,0,0,0,19,326625
0,0,1,0,0,0,0,0,6,0,1,0,1,0,48,1457
0,0,5,1,1,0,0,0,13,0,1,0,1,0,28,327638
0,1,8,0,0,1,1,0,29,1,0,0,1,0,29,209882
1,1,13,1,1,0,1,0,43,1,0,0,1,0,39,43427
0,0,4,0,0,0,0,0,8,0,0,0,2,0,34,298259
0,1,8,1,0,0,0,1,26,1,0,0,1,0,37,231140
1,1,9,1,1,0,1,1,19,1,1,0,1,0,36,247368
1,1,10,1,1,0,1,0,21,0,1,0,1,0,27,43932
0,1,6,1,1,0,1,0,19,0,0,0,1,0,23,265793
1,1,14,1,1,0,1,2,25,1,0,0,1,0,27,300814
1,0,6,1,0,1,0,0,13,0,0,0,1,0,36,339538
0,1,13,1,1,1,1,0,27,1,1,0,1,0,22,7332
1,1,6,1,1,0,1,0,11,0,0,0,0,0,60,112084
1,0,4,0,0,0,0,0,4,0,0,0,0,0,30,229088
1,1,4,1,1,0,0,3,20,1,1,0,1,0,37,149291
0,0,11,0,0,0,0,1,59,1,0,0,2,0,51,346589
1,1,5,1,1,1,0,2,13,0,1,0,0,0,24,361367
1,1,7,1,1,0,1,2,21,0,0,0,1,0,23,273558
0,0,1,0,0,0,0,0,2,0,1,0,0,0,19,254786
1,1,17,1,1,1,1,3,61,0,1,0,1,0,30,201054
0,1,9,0,0,0,1,0,24,1,1,0,1,0,27,253994
0,1,6,1,1,0,1,0,14,0,0,0,1,0,18,285413
1,1,4,0,0,0,0,3,12,0,0,0,1,0,71,172469
0,1,2,1,1,0,0,0,7,0,1,0,0,0,32,189741
0,1,7,1,1,0,0,0,11,0,0,0,0,0,20,329907
0,0,2,0,0,0,0,0,4,0,0,0,2,0,39,225583
0,0,5,0,1,0,0,0,8,0,0,0,0,0,33,372199
0,1,8,0,1,0,1,1,46,0,0,0,1,0,19,94689
0,0,7,0,1,0,1,1,13,0,0,0,1,0,32,179353
0,1,12,1,1,0,1,1,32,0,1,0,1,0,31,164841
1,1,5,1,1,0,1,0,14,0,0,0,1,0,32,8549
1,0,4,0,0,0,0,0,6,0,0,0,0,0,26,97618
1,1,8,0,0,1,0,3,23,0,0,0,1,0,31,32583
1,1,5,0,0,0,0,0,56,1,0,0,0,0,31,83283
1,1,10,1,1,1,1,0,24,1,0,0,1,0,30,27661
1,1,6,1,1,0,1,0,10,0,0,0,0,0,55,1419
0,0,3,0,0,0,0,2,18,1,1,0,2,1,33,229694
1,1,7,1,1,1,1,0,21,1,0,0,0,0,28,93241
1,1,8,0,0,0,0,3,22,0,1,0,1,0,20,285167
1,1,9,0,0,1,1,0,14,1,1,0,0,0,30,334574
1,1,7,1,1,0,1,0,20,1,0,0,1,0,36,61934
0,1,5,1,1,0,1,0,13,0,1,0,0,0,37,307905
0,0,4,0,0,0,0,1,16,0,0,0,2,1,32,109968
1,1,9,1,1,1,1,0,43,0,0,0,0,0,23,167494
0,1,9,0,0,0,0,0,12,0,0,0,0,0,31,358690
1,1,7,0,0,1,0,3,60,1,1,0,1,0,26,18386
0,0,6,0,0,0,0,0,24,1,0,0,3,1,25,328434
1,1,8,1,1,0,1,0,17,1,0,0,1,0,32,29003
0,0,4,0,0,0,0,0,9,0,0,0,1,0,63,43382
1,1,13,1,1,0,1,3,55,1,1,0,0,0,32,36160
0,0,6,0,0,0,0,1,18,0,0,0,1,0,26,280421
0,0,4,0,0,0,0,0,4,0,0,0,0,0,28,25430
1,0,10,1,1,0,0,4,48,0,0,1,2,0,25,128065
0,1,6,1,1,0,1,0,23,0,0,0,1,0,21,329349
0,0,2,0,0,0,0,2,7,0,0,0,0,0,59,347806
0,0,1,0,0,0,0,2,12,0,0,0,1,1,45,296147
0,0,2,0,0,0,0,1,8,0,1,0,1,0,39,12018
0,0,5,1,1,0,0,0,10,0,1,0,1,0,32,204156
1,0,2,0,1,1,0,0,5,0,1,0,0,0,24,63520
0,1,5,1,1,0,1,0,14,1,0,0,0,0,20,38683
0,0,1,0,0,1,0,0,3,0,0,0,1,0,36,107120
0,1,8,0,0,0,1,0,18,1,1,0,0,0,26,162951
1,1,9,1,1,0,1,0,17,1,1,0,0,0,24,195318
1,1,9,1,1,0,1,1,28,1,0,0,1,0,19,11123
1,1,6,0,0,0,0,3,21,0,1,0,1,0,56,242956
0,1,5,1,1,0,1,0,10,0,0,0,1,0,47,294457
1,0,3,0,0,0,0,0,9,1,0,0,2,0,23,87625
0,1,3,1,1,0,0,0,12,0,1,0,0,0,20,104904
0,0,2,0,0,0,0,0,6,1,0,0,0,0,27,337831
1,1,3,1,1,0,0,3,23,0,0,0,1,1,32,83396
0,0,4,0,0,0,0,0,8,0,1,0,1,0,20,330884
1,1,14,0,1,1,1,0,56,1,1,0,1,0,25,98447
1,1,12,1,1,1,1,3,32,1,1,0,1,0,24,158029
1,1,7,0,0,0,1,0,18,0,1,0,1,0,25,258827
1,1,13,1,1,0,1,0,34,1,1,0,1,0,23,139235
1,0,2,0,0,0,0,0,4,0,1,0,0,0,26,84536
1,1,9,1,1,1,1,0,24,0,0,0,1,0,33,116350
0,0,1,0,0,0,0,0,3,0,0,0,1,1,50,72917
1,1,12,1,1,1,1,0,23,1,1,0,1,0,31,1460
1,0,7,0,0,0,1,0,8,0,0,0,0,0,30,346213
1,1,6,0,0,0,0,3,17,0,0,0,1,0,36,314838
1,1,11,1,1,0,1,0,27,0,0,0,1,0,49,35986
1,1,11,1,1,0,1,1,23,1,1,0,1,0,19,8545
0,0,1,0,0,1,0,0,3,0,0,0,0,0,28,87526
1,0,5,0,0,1,0,0,11,0,1,0,0,0,40,165948
1,1,19,0,1,1,1,1,26,1,0,0,2,0,37,248068
0,1,9,0,1,0,1,4,31,0,0,0,2,1,38,95066
0,1,8,1,1,0,0,1,46,1,1,0,1,0,19,42198
0,0,3,0,0,0,0,0,4,0,0,0,0,0,29,234636
1,1,3,1,1,1,0,2,19,1,0,0,0,0,30,284545
1,1,6,1,1,1,0,4,58,0,1,0,1,0,27,217138
0,0,3,0,0,0,0,1,21,0,0,0,2,0,35,252689
0,0,1,0,0,0,0,0,2,0,0,0,1,0,50,20179
0,1,8,0,0,0,0,0,9,0,0,0,0,0,18,216259
0,1,6,1,1,0,1,0,18,0,0,0,0,0,22,264801
1,0,1,0,0,1,0,0,4,0,1,0,0,0,17,75291
1,1,4,1,1,0,0,3,16,0,1,0,0,0,21,23284
1,1,8,1,1,1,1,0,20,1,0,0,1,0,37,281885
0,0,2,0,0,0,0,1,5,0,0,0,1,0,26,256959
1,1,13,1,1,0,1,0,35,1,1,0,1,0,36,355882
0,0,2,0,0,0,0,2,17,0,0,0,1,0,33,108321
0,0,3,0,0,0,0,2,14,0,0,0,2,0,25,152255
1,1,7,0,0,0,1,0,13,1,1,0,0,0,26,120145
0,1,2,1,0,0,0,0,14,1,0,0,0,0,23,74878
0,1,8,1,1,1,1,0,17,1,0,0,1,0,25,276219
1,0,6,0,0,1,0,1,15,0,0,0,1,0,26,145343
1,0,2,0,0,0,0,0,6,1,1,0,0,0,21,55709
1,1,2,1,1,0,0,1,30,0,1,0,0,0,36,103639
0,1,8,1,1,0,1,0,21,1,0,0,1,0,29,193689
1,0,2,1,1,0,0,0,6,0,0,0,0,0,56,187927
1,1,10,1,1,0,0,3,49,1,0,0,1,0,19,201268
0,0,3,0,0,0,0,2,21,0,0,0,2,0,37,100215
1,1,10,0,1,1,1,0,21,1,0,0,1,0,32,38957
1,1,8,0,0,1,0,3,37,1,1,0,0,0,23,287688
0,0,4,0,0,0,0,0,11,0,0,0,0,0,41,163393
1,1,10,0,1,1,1,4,22,0,1,0,1,0,23,343199
1,1,4,0,0,0,0,2,16,0,1,0,1,0,21,283822
0,1,6,1,1,0,0,0,45,0,0,0,0,0,54,80952
0,0,7,0,1,0,1,0,48,1,0,0,1,1,23,7560
1,1,2,1,1,0,0,0,7,0,0,0,1,0,23,354287
1,1,5,0,0,0,0,3,21,0,0,0,0,0,52,302468
1,1,7,0,0,0,1,0,12,1,0,0,1,0,21,80459
0,0,7,0,0,0,0,1,58,0,1,0,1,0,30,245332
0,0,5,0,0,0,0,0,6,0,1,0,0,0,37,323291
0,0,2,0,0,0,0,1,4,0,0,0,1,0,42,53550
0,0,3,0,0,0,0,0,3,0,0,0,0,0,25,50473
1,1,10,1,1,0,1,1,83,0,1,0,1,0,35,111415
0,0,7,0,0,1,0,1,36,1,1,0,1,0,25,126589
1,1,8,1,1,1,1,0,21,1,0,0,0,0,23,143768
0,0,1,0,0,0,0,0,5,0,0,0,1,0,45,32489
1,1,8,0,1,0,0,4,48,0,0,0,0,0,21,249731
1,0,7,0,0,0,0,3,28,1,1,1,0,0,23,176930
0,0,4,0,1,0,1,0,9,1,1,0,0,0,53,106146
